Date,Open,High,Low,Close
03-Apr-06,11342.96,11579.1,11342.96,11564.36
04-Apr-06,11599.8,11710.69,11570.11,11638.01
05-Apr-06,11671.14,11755.2,11653.39,11746.9
07-Apr-06,11845.13,11930.66,11564.87,11589.44
10-Apr-06,11620.38,11691.92,11535.28,11662.55
12-Apr-06,11693.15,11702.77,11302.78,11355.73
13-Apr-06,11366.91,11380.83,11008.43,11237.23
17-Apr-06,11323.74,11560.9,11323.74,11539.68
18-Apr-06,11624.97,11834.77,11624.97,11821.57
19-Apr-06,11880.05,11986.09,11799.62,11895.98
20-Apr-06,11941.49,12053.74,11866.21,12039.55
21-Apr-06,12053.9,12102,11860.35,12030.3
24-Apr-06,12063.73,12071.07,11882.48,11915.24
25-Apr-06,11943.08,11953,11621.61,11646.78
26-Apr-06,11677.05,11965.09,11635.4,11938.53
27-Apr-06,11968.8,12086.91,11803.49,11835.02
28-Apr-06,11698.68,11877.32,11344.61,11851.93
29-Apr-06,11881.51,12061.06,11881.51,12042.56
02-May-06,12103.78,12288.51,12103.78,12218.78
03-May-06,12231.12,12337.01,12134.19,12310.72
04-May-06,12343.63,12482.91,12264.14,12347.63
05-May-06,12373.47,12443.54,12304.59,12359.7
08-May-06,12393.22,12511.07,12393.22,12462.47
09-May-06,12488.38,12546.47,12356.04,12513.86
10-May-06,12546.93,12624.37,12530.98,12612.38
11-May-06,12631.54,12671.11,12397.02,12435.41
12-May-06,12400.71,12421.76,12224.44,12285.11
15-May-06,12272.64,12272.64,11770.76,11822.2
16-May-06,11861.18,11954.51,11378.96,11873.73
17-May-06,11962.87,12238.81,11962.87,12217.81
18-May-06,12163.98,12163.98,11330.45,11391.43
19-May-06,11549.67,11697.11,10799.01,10938.61
22-May-06,11071.63,11142.9,9826.91,10481.77
23-May-06,10590.67,10859.2,10185.48,10822.78
24-May-06,10830.98,11000.96,10504.59,10573.15
25-May-06,10520.9,10720.67,10274.93,10666.32
26-May-06,10735.14,11050.77,10735.14,10809.35
29-May-06,10855.03,10992.38,10781.61,10853.14
30-May-06,10886.61,10988.23,10722.92,10786.63
31-May-06,10679.49,10679.49,10111.96,10398.61
01-Jun-06,10472.46,10597.23,10017.82,10071.42
02-Jun-06,10104.57,10477.35,10011.45,10451.33
05-Jun-06,10537.08,10552.38,10186.33,10213.48
06-Jun-06,10087.96,10192.73,9884.89,9957.32
07-Jun-06,9919.28,10051.81,9609.21,9756.76
08-Jun-06,9664.9,9664.9,9200.8,9295.81
09-Jun-06,9270.78,9849.2,9262.2,9810.46
12-Jun-06,9858.47,9859.38,9428.03,9476.15
13-Jun-06,9360.06,9360.06,8993.58,9062.65
14-Jun-06,9156.97,9387.06,8799.01,8929.44
15-Jun-06,9133.36,9589.05,9092.16,9545.06
16-Jun-06,9703.06,10118.28,9703.06,9884.51
19-Jun-06,9903.11,10049.94,9755.21,9997.84
20-Jun-06,9958.33,9958.33,9745.17,9822.52
21-Jun-06,9828.93,10054.05,9752.65,10040.14
22-Jun-06,10093.38,10362.74,10093.38,10275.88
23-Jun-06,10201.31,10453.61,10025.19,10401.3
25-Jun-06,10443.6,10510.07,10367.04,10412.93
26-Jun-06,10427.85,10451.47,9991.12,10042.06
27-Jun-06,10058.29,10224.26,9901.58,10151.01
28-Jun-06,10067.55,10204.66,9909.76,10129.7
29-Jun-06,10193.94,10326.05,10109.56,10162.16
30-Jun-06,10316.12,10626.84,10316.12,10609.25
03-Jul-06,10616.97,10729.92,10589.46,10695.26
04-Jul-06,10755.45,10800.11,10644.72,10662.22
05-Jul-06,10641.33,10940.45,10611.35,10919.64
06-Jul-06,10836.49,10839.53,10703,10767.97
07-Jul-06,10813.75,10887.67,10440.02,10509.53
10-Jul-06,10484.25,10704.78,10461.73,10684.3
11-Jul-06,10699.62,10704.01,10566.71,10614.35
12-Jul-06,10604.64,10939.68,10549.85,10930.09
13-Jul-06,10922.61,10922.61,10797.49,10858.5
14-Jul-06,10782.98,10782.98,10563.76,10678.22
17-Jul-06,10647.26,10647.26,10262.57,10293.22
18-Jul-06,10336.62,10406.43,10149.85,10226.78
19-Jul-06,10320.59,10408.16,9972.73,10007.34
20-Jul-06,10189.67,10409.58,10189.67,10352.94
21-Jul-06,10336.38,10336.38,10035.24,10085.91
24-Jul-06,10042.47,10252.75,9875.35,10215.37
25-Jul-06,10351.75,10443.05,10302.62,10415.61
26-Jul-06,10465.34,10648.77,10362.61,10617.27
27-Jul-06,10671.77,10762.67,10589.68,10741.59
28-Jul-06,10787.65,10787.65,10603.83,10680.23
31-Jul-06,10759.19,10853.91,10710.29,10743.88
01-Aug-06,10737.5,10777.47,10645.99,10751.66
02-Aug-06,10747.13,10891.38,10730.13,10876.19
03-Aug-06,10929.03,11081.9,10875.87,10923.16
04-Aug-06,10939.8,11039.34,10810.04,10866.51
07-Aug-06,10863.28,10869.66,10780.01,10812.64
08-Aug-06,10839.53,11028.02,10839.53,11014.97
09-Aug-06,10990.73,11187.65,10939.21,11145.18
10-Aug-06,11175,11213.03,11051.75,11149.17
11-Aug-06,11181.34,11241.11,11069.25,11192.46
14-Aug-06,11221.86,11330.3,11221.86,11312.99
16-Aug-06,11384.05,11507.92,11384.05,11448.31
17-Aug-06,11498.47,11551.59,11379.44,11477.48
18-Aug-06,11498.51,11508.17,11409.11,11465.72
21-Aug-06,11488.03,11531.6,11375.9,11511.68
22-Aug-06,11547.42,11619.86,11460.93,11502.62
23-Aug-06,11579.92,11579.92,11374.86,11406.65
24-Aug-06,11367.74,11566.89,11297.23,11531.95
25-Aug-06,11589.35,11635.25,11542.1,11572.2
28-Aug-06,11583.73,11633.35,11552.44,11619.52
29-Aug-06,11651.96,11739.77,11651.96,11706.85
30-Aug-06,11735.05,11756.08,11643.38,11723.92
31-Aug-06,11754.07,11794.43,11675.08,11699.05
01-Sep-06,11699.57,11795.02,11666.01,11778.02
04-Sep-06,11824.49,11939.96,11824.49,11914.21
05-Sep-06,11927.42,11945.53,11847.93,11904.6
06-Sep-06,11908.53,11983.48,11904.92,11933.21
07-Sep-06,11893.33,11921.3,11815.43,11853.85
08-Sep-06,11859.44,11940.58,11825.22,11918.65
11-Sep-06,11959.56,11971.6,11505.6,11550.69
12-Sep-06,11564.95,11671.8,11444.18,11660.79
13-Sep-06,11723.78,11938.41,11723.78,11893.79
14-Sep-06,11936.8,12003.68,11892.24,11973.02
15-Sep-06,11977.69,12041.7,11847.61,12009.59
18-Sep-06,12006.19,12114.95,12006.19,12071.3
19-Sep-06,12103.44,12152.6,11915.21,11970.47
20-Sep-06,11946.32,12128.99,11833.61,12109.14
21-Sep-06,12167.91,12285.9,12167.91,12274.27
22-Sep-06,12244.41,12303.42,12170.2,12236.78
25-Sep-06,12257.27,12273.71,12145.09,12173.91
26-Sep-06,12206.79,12331.45,12160.58,12321.19
27-Sep-06,12359.01,12442.82,12339.98,12366.91
28-Sep-06,12388.66,12431.79,12340.17,12380.74
29-Sep-06,12414.66,12485.17,12381.29,12454.42
03-Oct-06,12473.79,12489.28,12343.8,12366.39
04-Oct-06,12401.09,12419.65,12178.83,12204.01
05-Oct-06,12299.21,12415.97,12299.21,12389.41
06-Oct-06,12391.26,12434.22,12357.69,12372.81
09-Oct-06,12335.82,12429.74,12261.49,12365.83
10-Oct-06,12416.43,12481.93,12341.34,12363.77
11-Oct-06,12446.72,12514.18,12301.51,12353.49
12-Oct-06,12387.89,12558.71,12315.02,12537.98
13-Oct-06,12632.62,12756.23,12632.62,12736.42
16-Oct-06,12785.03,12953.76,12785.03,12928.18
17-Oct-06,12981.53,12994.45,12819.35,12883.83
18-Oct-06,12875.38,12920.59,12830.84,12858.48
19-Oct-06,12881.8,12925.6,12654.98,12723.59
20-Oct-06,12756.41,12849.02,12679.85,12709.4
21-Oct-06,12785.29,12837.28,12714.72,12736.82
23-Oct-06,12757.31,12766.3,12612.36,12623.28
26-Oct-06,12636.16,12718.31,12636.16,12698.41
27-Oct-06,12741.85,12921.23,12741.85,12906.81
30-Oct-06,12925.43,13039.3,12844.85,13024.26
31-Oct-06,13048.76,13075.85,12907.94,12961.9
01-Nov-06,12992.62,13050.73,12937.3,13033.04
02-Nov-06,13062.52,13137.74,13014.65,13091.12
03-Nov-06,13119.34,13146.86,13017.84,13130.79
06-Nov-06,13155.11,13206.87,13111.65,13186.89
07-Nov-06,13208.79,13300.69,13135.21,13156.66
08-Nov-06,13176.08,13202.68,12950.07,13072.51
09-Nov-06,13107.78,13192.89,13069.85,13137.49
10-Nov-06,13187.51,13303.85,13104.98,13282.91
13-Nov-06,13295.24,13410.08,13287.28,13399
14-Nov-06,13439.71,13486.74,13380.77,13425.5
15-Nov-06,13476.28,13506.08,13390.79,13469.37
16-Nov-06,13500.7,13588.01,13459.28,13505.89
17-Nov-06,13678.04,13678.04,13383.43,13429.48
20-Nov-06,13390.95,13463.06,13200.36,13430.71
21-Nov-06,13434.58,13630.41,13434.58,13616.77
22-Nov-06,13625.09,13740.39,13625.09,13706.53
23-Nov-06,13667.13,13790.82,13643.47,13680.83
24-Nov-06,13669.81,13767.85,13665.52,13703.33
27-Nov-06,13716.46,13799.08,13716.46,13773.59
28-Nov-06,13690.67,13691.12,13577.38,13601.95
29-Nov-06,13649.2,13711.76,13586.04,13616.73
30-Nov-06,13630.9,13745.16,13630.58,13696.31
01-Dec-06,13729.67,13857.81,13725.78,13844.78
04-Dec-06,13846.71,13912.54,13828.51,13874.33
05-Dec-06,14028.47,14028.47,13905.65,13937.65
06-Dec-06,13951.09,14035.3,13847.67,13949
07-Dec-06,13962.94,14002.72,13915.74,13972.03
08-Dec-06,14007.67,14009.56,13756.86,13799.49
11-Dec-06,13783,13801.98,13261.73,13399.43
12-Dec-06,13413.61,13492.21,12801.65,12995.02
13-Dec-06,13011.37,13223,12830.38,13181.34
14-Dec-06,13256.81,13524.77,13239.79,13487.16
15-Dec-06,13545.6,13669.65,13545.6,13614.52
18-Dec-06,13695.6,13744.17,13416.4,13731.09
19-Dec-06,13737.36,13748.62,13237.39,13382.01
20-Dec-06,13452.69,13568.09,13232.56,13340.21
21-Dec-06,13313.91,13441.36,13182.35,13384.86
22-Dec-06,13398.13,13493.88,13362.11,13471.74
26-Dec-06,13501.44,13726.62,13490.77,13708.34
27-Dec-06,13734.01,13911.59,13734.01,13859.69
28-Dec-06,13893.29,13960.39,13819.77,13846.34
29-Dec-06,13873.03,13929.1,13770.06,13786.91
02-Jan-07,13827.77,13980.54,13797.44,13942.24
03-Jan-07,13969.45,14035.67,13897.42,14014.92
04-Jan-07,14029.04,14060.35,13850.38,13871.71
05-Jan-07,13768.79,13971.82,13763.39,13860.52
08-Jan-07,13855.89,13855.89,13599.87,13652.15
09-Jan-07,13650.96,13748.42,13493.38,13566.33
10-Jan-07,13569.57,13569.57,13336.52,13362.16
11-Jan-07,13331.38,13667.8,13303.22,13630.71
12-Jan-07,13729.07,14070.88,13729.07,14056.53
15-Jan-07,14110.44,14202.12,14103.12,14129.64
16-Jan-07,14146,14211.15,14070.65,14114.73
17-Jan-07,14116.25,14185.12,14089.63,14131.34
18-Jan-07,14165.77,14325.92,14140.35,14217.75
19-Jan-07,14271.24,14300.11,14067.52,14182.71
22-Jan-07,14217.8,14259.07,14111.75,14209.24
23-Jan-07,14212.12,14212.12,14025.74,14041.24
24-Jan-07,14069.61,14156.46,14043.54,14110.46
25-Jan-07,14151.62,14307.19,14115.4,14282.72
29-Jan-07,14306.97,14316.54,14185.92,14211.96
31-Jan-07,14219.38,14269.31,14045.61,14090.92
01-Feb-07,14124.36,14278.08,14109.91,14267.18
02-Feb-07,14293.11,14462.77,14293.11,14403.77
05-Feb-07,14432.09,14526.51,14372.36,14515.9
06-Feb-07,14541.24,14564.8,14452.78,14478.19
07-Feb-07,14493.56,14663.26,14478.45,14643.13
08-Feb-07,14690.58,14697.69,14523.16,14652.09
09-Feb-07,14684.35,14723.88,14493.67,14538.9
12-Feb-07,14529.28,14529.28,14146.22,14190.7
13-Feb-07,14168.33,14363.74,13957.7,14090.98
14-Feb-07,13990.41,14036.61,13805.36,14009.9
15-Feb-07,14107.09,14372.96,14107.09,14355.55
19-Feb-07,14406.88,14479.18,14372.07,14402.9
20-Feb-07,14449.23,14466.76,14230.47,14253.38
21-Feb-07,14199.07,14312.88,14157.72,14188.49
22-Feb-07,14200.11,14287.03,13978.05,14021.31
23-Feb-07,14071.27,14071.27,13568.08,13632.53
26-Feb-07,13684.95,13723.4,13383.88,13649.52
27-Feb-07,13703.41,13703.41,13408.56,13478.83
28-Feb-07,13045.12,13298.52,12800.91,12938.09
01-Mar-07,13013.74,13193.13,12861.35,13159.55
02-Mar-07,13139.1,13254.03,12836.75,12886.13
05-Mar-07,12716.85,12716.85,12344.44,12415.04
06-Mar-07,12573.01,12760.22,12427.13,12697.09
07-Mar-07,12792.9,12902.18,12390.46,12579.75
08-Mar-07,12649.77,13099.83,12596.86,13049.35
09-Mar-07,13107.37,13145.72,12788.16,12884.99
12-Mar-07,12916.67,13056.86,12844.99,12902.63
13-Mar-07,12924.5,13026.85,12817.62,12982.98
14-Mar-07,12694.36,12694.36,12504.1,12529.62
15-Mar-07,12655.94,12789.81,12510.75,12543.85
16-Mar-07,12570.52,12638.78,12316.1,12430.4
19-Mar-07,12484.64,12655,12426.66,12644.99
20-Mar-07,12746.94,12798.8,12674.77,12705.94
21-Mar-07,12735.91,12964.94,12664.33,12945.88
22-Mar-07,13071.81,13326.24,13071.81,13308.03
23-Mar-07,13343.57,13386.95,13196.9,13285.93
26-Mar-07,13345.73,13345.73,13090.8,13124.32
28-Mar-07,13034.27,13035.56,12861.18,12884.34
29-Mar-07,12862.53,13004.4,12832.69,12979.66
30-Mar-07,13018.21,13111.87,12984.13,13072.1
02-Apr-07,12811.93,12811.93,12425.52,12455.37
03-Apr-07,12503.75,12657.75,12481.86,12624.58
04-Apr-07,12691.24,12835.36,12691.24,12786.77
05-Apr-07,12791.6,12899.31,12711.5,12856.08
09-Apr-07,12904.85,13194,12904.85,13177.74
10-Apr-07,13236.2,13236.2,13075.48,13189.54
11-Apr-07,13221.76,13294.9,13161.21,13183.24
12-Apr-07,13127.86,13160.15,13030.87,13113.81
13-Apr-07,13163.02,13421.05,13119.88,13384.08
16-Apr-07,13479.49,13708.4,13479.49,13695.58
17-Apr-07,13733.18,13755.76,13581.04,13607.04
18-Apr-07,13602.9,13762.92,13602.9,13672.19
19-Apr-07,13538.71,13658.11,13423.64,13619.7
20-Apr-07,13684.95,13915.62,13684.95,13897.41
23-Apr-07,13972.81,14046.52,13879.39,13928.33
24-Apr-07,13893.72,14197.32,13850.07,14136.72
25-Apr-07,14141.7,14238.29,14052.17,14217.77
26-Apr-07,14273.17,14383.72,14127.18,14228.88
27-Apr-07,14219.25,14219.25,13884.53,13908.58
30-Apr-07,13823.4,13901.12,13693.59,13872.37
03-May-07,13987.77,14107.06,13987.77,14078.21
04-May-07,14129.89,14189.21,13912.92,13934.27
07-May-07,14044.71,14067.07,13861.38,13879.25
08-May-07,13886,13956.4,13741.24,13765.46
09-May-07,13771.69,13806.37,13612.04,13781.51
10-May-07,13823.36,13976.79,13745.23,13771.23
11-May-07,13691.86,13864.18,13554.34,13796.16
14-May-07,13954.41,14026.02,13924.02,13965.86
15-May-07,13948.91,14023.86,13885.46,13929.33
16-May-07,13949.81,14159.36,13936.88,14127.31
17-May-07,14217.36,14352.98,14217.36,14299.71
18-May-07,14261.47,14337.06,14201.01,14303.41
21-May-07,14362.63,14451.3,14362.63,14418.6
22-May-07,14459,14483.59,14348.26,14453.72
23-May-07,14490.03,14500.64,14325.89,14363.26
24-May-07,14344.7,14389.66,14174.05,14218.11
25-May-07,14073.61,14364.95,14046.06,14338.45
28-May-07,14467.85,14527.47,14368.4,14397.89
29-May-07,14418.98,14530.15,14372.07,14508.21
30-May-07,14501.46,14576.37,14379.21,14411.38
31-May-07,14451.31,14573.81,14448.57,14544.46
01-Jun-07,14610.28,14682.1,14539.89,14570.75
04-Jun-07,14618.78,14683.36,14465.68,14495.77
05-Jun-07,14514.2,14571.31,14432.67,14535.01
06-Jun-07,14551.53,14590.82,14234.07,14255.93
07-Jun-07,14195.84,14362.58,14139.09,14186.18
08-Jun-07,14063.94,14229.22,14010.61,14063.81
11-Jun-07,14170.81,14268.91,14057.63,14083.41
12-Jun-07,14122.33,14153.44,13946.99,14130.95
13-Jun-07,14139.92,14152.79,13968.38,14003.03
14-Jun-07,14087.91,14219.24,14087.91,14203.72
15-Jun-07,14277.61,14326.55,14112.53,14162.71
18-Jun-07,14241.76,14283.71,14057.26,14080.14
19-Jun-07,14088.58,14315.18,14058.79,14295.5
20-Jun-07,14359.96,14449.38,14347.58,14411.95
21-Jun-07,14415.56,14526.44,14406.67,14499.24
22-Jun-07,14508.63,14560.32,14441.76,14467.36
25-Jun-07,14469.43,14521.62,14424.71,14487.72
26-Jun-07,14478.75,14560.48,14478.75,14501.08
27-Jun-07,14520.19,14520.19,14407.12,14431.06
28-Jun-07,14498.05,14537.04,14435.24,14504.57
29-Jun-07,14589.52,14663.25,14574.45,14650.51
02-Jul-07,14685.16,14745.97,14638.88,14664.26
03-Jul-07,14720,14828.39,14720,14806.51
04-Jul-07,14868.14,14906.93,14790.75,14880.24
05-Jul-07,14932.53,14963.26,14731.22,14861.89
06-Jul-07,14843.43,15007.22,14826.56,14964.12
09-Jul-07,15018.71,15085.22,15005.47,15045.73
10-Jul-07,15100.13,15114.95,14966.4,15009.88
11-Jul-07,14948.15,15015.35,14829.55,14910.62
12-Jul-07,14963.53,15112.22,14963.53,15092.04
13-Jul-07,15216.83,15330.73,15216.83,15272.72
16-Jul-07,15295.03,15341.38,15239.41,15311.22
17-Jul-07,15357.6,15440.2,15272.46,15289.82
18-Jul-07,15296.06,15325.78,15160.27,15301.17
19-Jul-07,15357.38,15593.31,15357.38,15550.13
20-Jul-07,15625.63,15683.03,15524.68,15565.55
23-Jul-07,15560.57,15773.37,15477.91,15732.2
24-Jul-07,15802.19,15868.85,15742.32,15794.92
25-Jul-07,15711.87,15771.26,15572.98,15699.33
26-Jul-07,15768.28,15812.27,15654.4,15776.31
27-Jul-07,15487.76,15495.51,15159.68,15234.57
30-Jul-07,15278.03,15451.81,15135.25,15260.91
31-Jul-07,15358.69,15568.85,15224.82,15550.99
01-Aug-07,15344.02,15344.02,14910.52,14935.77
02-Aug-07,15022.87,15134.53,14896.47,14985.7
03-Aug-07,15061.13,15235.51,15061.13,15138.4
06-Aug-07,14892.6,14928.8,14705.58,14903.03
07-Aug-07,15038.03,15142.04,14901.83,14932.77
08-Aug-07,15088.07,15340.24,15088.07,15307.98
09-Aug-07,15452.44,15542.4,15062.1,15100.15
10-Aug-07,14674.92,14901.31,14570.89,14868.25
13-Aug-07,14965.65,15044.74,14869.15,15017.21
14-Aug-07,15066.71,15069.64,14964.66,15000.91
16-Aug-07,14584.92,14584.92,14345.03,14358.21
17-Aug-07,14309.37,14318.56,13779.88,14141.52
20-Aug-07,14512.28,14680.09,14406.91,14427.55
21-Aug-07,14512.19,14534.51,13941.93,13989.11
22-Aug-07,14055.4,14281.48,13870.7,14248.66
23-Aug-07,14458.33,14554.93,14128.72,14163.98
24-Aug-07,14237.26,14455.49,14163.61,14424.87
27-Aug-07,14581.35,14858.93,14581.35,14842.38
28-Aug-07,14857.65,14952.04,14751.68,14919.19
29-Aug-07,14651.49,15029.53,14592.11,14993.04
30-Aug-07,15168.69,15200.81,15053.98,15121.74
31-Aug-07,15131.36,15350.91,15131.36,15318.6
03-Sep-07,15401.99,15427.16,15323.05,15422.05
04-Sep-07,15478.53,15521.48,15389.62,15465.4
05-Sep-07,15535.35,15580.86,15407,15446.15
06-Sep-07,15383.18,15637.74,15350.18,15616.31
07-Sep-07,15655.37,15716.06,15565.22,15590.42
10-Sep-07,15413.58,15626.28,15363.53,15596.83
11-Sep-07,15668.4,15698.98,15506.1,15542.77
12-Sep-07,15608.5,15661.44,15486.81,15505.36
13-Sep-07,15547.66,15650.14,15547.66,15614.44
14-Sep-07,15713.66,15824.65,15568.36,15603.8
17-Sep-07,15664.74,15726.06,15467.46,15504.43
18-Sep-07,15547.07,15691.88,15468.8,15669.12
19-Sep-07,15940.79,16335.3,15940.79,16322.75
20-Sep-07,16341.55,16415.88,16261.36,16347.95
21-Sep-07,16352.32,16616.84,16308.09,16564.23
